	A	Coef	t	P.value	F	F.p.value	Results	genes
g23336	3.39808102350117	0.134477584132021	0	0.999961143593163	0.525878014735323	0.474770621602539	0	g23336
g23337	4.23433888637478	0.776495321734602	0	0.99136278115184	77.9855045907907	2.46487089899596e-09	0	g23337
g23338	4.38175748835651	1.24783008372159	2.22576680355806	0.0174192741923752	125.592058255876	1.6993980004163e-11	0	g23338
g23339	5.13745309890112	0.529563633074938	0	0.995750755104793	10.2597472813208	0.00355314220111575	0	g23339
g2334	6.34991959098174	-0.317809041228983	0	0.999998454758512	7.55478515863482	0.0106932161033073	0	g2334
g23340	3.85539388111438	-4.19588230501796	-8.32634932059218	3.89542576948395e-09	119.501758311805	2.91791948062977e-11	-1	g23340
g23341	3.87732572793613	1.51939829830882	3.49252000821259	0.000857497372428494	104.380658444921	1.24085859496656e-10	1	g23341
g23342	4.10525631239098	0.426426932408302	0	0.998742004045552	6.17008454345221	0.0197031835200713	0	g23342
g23343	5.7972938555675	-0.80931054667941	0	0.998581053937733	195.344387299172	1.16370021902022e-13	0	g23343
g23344	3.28362510681432	-0.116705367230365	0	0.999999999523464	1.49561309462225	0.232231024988627	0	g23344
g23346	-1.11651167154106	0.465339939861585	0	0.929315637121572	1.73921581294443	0.198646491652067	0	g23346
g23348	1.42324027912337	0.105892861624196	0	0.999150241865926	0.166534254280508	0.686525306825822	0	g23348
g23349	-1.52367960954212	-1.21563518893993	-0.530482273568515	0.300127074101877	8.94353088927544	0.0059910935169222	0	g23349
g23350	-1.68748723911462	-0.817321200281344	0	0.700553683844394	5.67477610879619	0.0247491200985203	0	g23350
g23351	-1.35910391463853	-0.563419630169051	0	0.904609239006149	3.00323759802583	0.0948513675128512	0	g23351
g23352	6.4048754920329	-0.35107720352746	0	1	136.607288796993	6.74267884813884e-12	0	g23352
g23353	7.64524147154886	-6.78382370103674	-27.6798663871785	3.11836309937601e-21	1054.01548524198	1.06998762771508e-22	-1	g23353
g23354	5.91689181915482	0.734447946645004	0	0.999996667990145	240.363996556564	1.01999044754982e-14	0	g23354
g23355	6.24863844719772	-2.36580640714625	-8.99418650564527	8.55477515709533e-10	242.719066843053	9.08546767005184e-15	-1	g23355
g23356	0.0493745211143841	-2.45925957788929	-2.5522854357662	0.00843532296349279	18.501294765885	0.000209317763225951	-1	g23356
g23357	-1.49063507659911	-1.081823334295	-0.323608883394118	0.374401193459253	18.3062425905992	0.000222253946393614	0	g23357
g23358	9.00419637953996	0.426994666990643	0	0.99999999993942	58.093547319478	4.10875885405086e-08	0	g23358
g23359	7.63568165748989	0.498067483372679	0	0.99999999999891	148.837553833956	2.59403240489185e-12	0	g23359
g2336	7.66015048534223	-0.271994545315989	0	0.999999981081287	8.18231076815029	0.00819881398559443	0	g2336
g23360	4.83471820581262	0.356036783029906	0	0.999997641502629	10.0633197798278	0.00383545010718516	0	g23360
g23361	6.58871351053829	0.4252084442243	0	0.999999999975116	62.2375940979222	2.17021723296831e-08	0	g23361
g23362	4.05364792935067	-0.704477281676057	0	0.920675019382026	11.9639911915974	0.00186803733417193	0	g23362
g23365	5.4930932229308	-1.21207978614835	-2.79119422824196	0.00483461329703732	254.47433041068	5.17560714778499e-15	-1	g23365
g23369	4.81396365881925	-1.207072789056	-0.878810709290864	0.193745187500072	26.2428824290627	2.37780957644548e-05	0	g23369
g2337	5.07748914248117	-0.983974392361024	0	0.540483039585751	39.7127453428015	1.09556812228471e-06	0	g2337
g23370	4.25903252805158	-0.47688175366067	0	0.992856020378163	5.72408658146026	0.0241877698792412	0	g23370
g23371	2.41212248151165	-1.29238880767746	-1.49767932570569	0.0730824538206065	43.8230456753916	4.8756207944956e-07	0	g23371
g23372	2.57667389034018	-0.187432110988296	0	0.999961453976524	1.16408609508541	0.290449861869062	0	g23372
g23373	1.86391764573988	-2.13212759817934	-1.1738654559095	0.127093274501447	4.88733685734511	0.0359822913705117	0	g23373
g23374	-0.037249714202112	0.227901521209158	0	0.993509765768145	0.615297617077921	0.439832939365213	0	g23374
g23376	0.549880032165171	-1.45375595760192	-1.15326545566402	0.129606295585161	13.6520195605921	0.00102107275609424	0	g23376
g23377	6.86285210402927	0.372522840281079	0	0.999999999987024	42.5773940644742	6.19850281196204e-07	0	g23377
g23378	1.18579205487129	-0.281345703099612	0	0.975612884382671	0.647832387422303	0.428130490618807	0	g23378
g2338	1.13424877393304	3.11706124831881	7.82745339106411	1.2561992874913e-08	132.820407120271	9.19761623286750e-12	1	g2338
g23380	0.331995395448497	-0.674924463491351	0	0.83525502361158	4.25544950029085	0.0491630777058593	0	g23380
g23381	-1.63694140523171	0.0753493238028178	0	0.966637601910494	0.00937644867149937	0.923596461185453	0	g23381
g23386	0.250119185349255	3.7480561433367	6.35943388690515	4.72692230466532e-07	75.231182196379	3.51617128627654e-09	1	g23386
g23387	-0.950826385579306	1.06260060294057	0.225120266587729	0.411815948902221	14.6019975908957	0.000736251897667451	0	g23387
g23388	-1.20389371124625	1.78048047560335	1.9697758863977	0.0297589671395016	20.1922157496278	0.000125928391174334	0	g23388
g23393	3.10565205969923	-0.121378536589298	0	0.997650302447754	0.176155226420825	0.678119115990962	0	g23393
g23394	8.80058899214179	0.561866347669412	0	0.999999998303598	124.172947921709	1.92371543482712e-11	0	g23394
g23396	-0.370972761608993	0.259351760202412	0	0.927384716447435	0.245746096879365	0.624217970690074	0	g23396
g23397	2.84992689865201	-0.0227984106041386	0	0.996535750382855	0.00272193503338183	0.95878714297156	0	g23397
g23398	4.90225173324852	-0.985059546288254	0	0.583422693503577	196.792213543241	1.06806438639669e-13	0	g23398
g23399	6.73113054825625	0.0536895266220938	0	1	6.29402083121405	0.0186258550081069	0	g23399
g234	5.47813348755544	-0.0252217912983035	0	1	0.456651226924185	0.505112821298415	0	g234
g2340	6.56964666125996	-1.45791066539358	-4.74127421375658	3.26653905100854e-05	227.871733142151	1.91788074863034e-14	-1	g2340
g23400	6.24701152407861	0.416048250862031	0	0.999999999999553	83.0269915945416	1.31777046323863e-09	0	g23400
g23401	5.43086889658733	-0.779866426080544	0	0.9996971069195	190.530466606967	1.5540214904386e-13	0	g23401
g23402	3.81044790881119	-1.55145070225144	-3.44056040733592	0.00097851548774219	93.695977643376	3.83713016676079e-10	-1	g23402
g23403	3.49922977566123	-0.578243973265381	0	0.858213037146785	2.24949017899983	0.145609596085529	0	g23403
g23404	-1.54768624644363	-1.17818928264894	-0.21981656309364	0.420035716044439	2.11245663935893	0.157974997241189	0	g23404
g23405	6.46104286834219	1.14738140500816	1.29899479844796	0.102629171200647	102.269245926651	1.53925498388423e-10	0	g23405
g23406	5.67408036696932	-0.20332523898766	0	1	22.0035528126223	7.46846567749691e-05	0	g23406
g23407	6.89914265131941	0.143186684491689	0	1	15.4342514211337	0.000556753142144657	0	g23407
g23408	6.47187790235096	0.180477301736227	0	1	23.1381973182525	5.4418010397221e-05	0	g23408
g23409	8.92129647496722	-0.0825940101647333	0	0.99999999999999	1.83136278132552	0.187524953162038	0	g23409
g2341	6.81709903880308	-0.714998033249531	0	0.999999024636509	232.472695494914	1.51453347936191e-14	0	g2341
g23410	3.3821426078264	-0.306828466023829	0	0.999998931780346	7.15360631829245	0.0127174390186674	0	g23410
g23411	6.9701197306054	-1.43145831480044	-4.88084764606859	2.25633677821724e-05	262.222665927337	3.6177080448869e-15	-1	g23411
g23412	1.16875848588598	-0.267798747049276	0	0.999999814825563	6.05685069214091	0.0207477180658487	0	g23412
g23414	-2.75800560483777	-0.0368718805094623	0	0.983023671945925	0.00093072602114416	0.975893212911368	0	g23414
g23415	-2.84953197696712	0.0861478734461198	0	0.959923518822539	0.00547395671917247	0.941583186634783	0	g23415
g23417	-2.33888859402409	-0.208432524701268	0	0.908250513146694	0.0236647820264519	0.878919359521327	0	g23417
g23418	4.73376027763353	0.244432462074557	0	0.999999999997427	14.6497570910292	0.000724412780810486	0	g23418
g23419	-1.56077738019109	1.7197466999921	2.81866879272336	0.00452928543037969	45.3583971363662	3.64859358542609e-07	1	g23419
g2342	5.92744246592648	-0.992057011870354	0	0.536984203372309	137.06319811251	6.49848528111485e-12	0	g2342
g23420	5.39593648834023	0.0696653281804966	0	1	1.93863552305887	0.175518964933454	0	g23420
g23421	4.49627890379313	0.171573631788527	0	0.999999999999919	8.1418612200658	0.00833875990206407	0	g23421
g23424	5.72543956273314	0.238958629605934	0	0.999999999953496	10.5746674554984	0.00314656468733138	0	g23424
g23427	0.0803994632942461	-0.680887612709391	0	0.72816480675187	1.69384499528859	0.204419888048872	0	g23427
g23428	3.17829401086457	0.859505832126434	0	0.910112004018225	71.0958989691044	6.10768802577749e-09	0	g23428
g23429	1.28902938122188	1.28107313021238	1.21282378680011	0.118008180865014	30.5565695267025	8.1733275870576e-06	0	g23429
g2343	5.43355783835803	0.263078906491879	0	0.999931198959043	2.5350883442634	0.12333171138966	0	g2343
g23430	5.80785265517002	0.145619067818388	0	1	19.5263268805233	0.00015344854320773	0	g23430
g23431	6.45901217284642	-0.182740816251376	0	0.999999999999996	12.3600802360988	0.0016166866817853	0	g23431
g23432	5.03958773506474	0.273023452974769	0	1	66.9271899503695	1.0923188881484e-08	0	g23432
g23433	5.27796015748978	0.0414718746275007	0	0.999999999999971	0.383641203739969	0.541008536412557	0	g23433
g23434	5.39553282252932	0.545885690874471	0	0.999999929820485	73.2151722311207	4.58894296653638e-09	0	g23434
g23435	-0.41479663917009	0.675187246914221	0	0.776012584117422	2.55858756510646	0.121683937541685	0	g23435
g23438	1.49025039309595	-1.61973316430747	-3.39015903133737	0.00111165253451794	78.508669361827	2.30652907753311e-09	-1	g23438
g23439	4.40523776981907	-0.0635822998469768	0	0.999340896142062	0.0550864990044578	0.816261645231114	0	g23439
g2344	0.492903906302851	1.2199257603682	0.887031407902814	0.191564950607611	24.2098776695345	4.06409390585965e-05	0	g2344
g23440	5.58103410206475	0.363855010932651	0	0.999999999999981	70.3041943907828	6.80719419060582e-09	0	g23440
g23441	3.10429770944127	-2.04564987034018	-1.70475558712102	0.0500522393079574	11.1228037451345	0.00255435466119237	0	g23441
g23442	7.88253983423281	2.09649832770607	8.48801597258354	2.68423984420336e-09	263.381623040367	3.43187691179469e-15	1	g23442
g23443	0.749644205890395	-1.52051051680684	-2.51493659820811	0.00918379463184072	53.972672247948	8.00815944042884e-08	-1	g23443
g23444	6.91590385340148	-1.88993225017161	-6.25730791792822	6.13985545497879e-07	176.584928888121	3.73117654145381e-13	-1	g23444
g23445	4.53969341921166	-0.755738965457727	0	0.998506029515579	102.521201418697	1.49989646965131e-10	0	g23445
g2345	4.19687661563389	-0.177213462927425	0	0.994562818048883	0.342690052955667	0.563287698222379	0	g2345
g23454	2.45042533544666	0.942204208866395	0	0.597424870584381	16.5039120902392	0.000392318623937777	0	g23454
g23456	8.52597724330381	-0.0357037483816089	0	1	0.89611059442717	0.35247370613248	0	g23456
g23457	0.477368593611453	-0.0475075265151301	0	0.999999979380833	0.141578836958449	0.709745371867731	0	g23457
g2346	3.4730034655899	-0.296765025559164	0	0.992207816217045	1.19010458586331	0.285236831494187	0	g2346
g23462	0.921724208059463	2.33646225387712	5.83262664917333	1.8412028261981e-06	103.975854805479	1.29284399094773e-10	1	g23462
g23467	3.61950808305786	0.13327290944122	0	0.999999995588975	1.61742889360481	0.214620777639163	0	g23467
g2347	5.28404767214344	0.242127527232686	0	0.999999999999228	15.9090828768655	0.000476039357822103	0	g2347
g23473	-0.929955745004889	-1.31217659920189	-1.48919418093303	0.0741862467820986	39.1819952509894	1.22091909415513e-06	0	g23473
g23474	2.45931694942107	0.493984048469485	0	0.997099498425865	8.59901024964477	0.00689742857788191	0	g23474
g23476	0.298952146642554	1.16945081620396	0.659765767023779	0.257580369550811	20.7327135805399	0.000107505019362013	0	g23476
g23477	3.81231710688152	-0.104804556400349	0	0.999999998554696	1.05046973574272	0.314766509093703	0	g23477
g23478	3.41458225342269	-1.33788206826886	-0.534624954374639	0.299212914675075	4.48129805615229	0.0439157820475284	0	g23478
g23479	5.24712299324655	-0.496367249168567	0	0.999988836059382	25.7285106788702	2.71741137356801e-05	0	g23479
g2348	5.85297161476028	0.464905238842377	0	0.999999999938689	78.8814844912337	2.2003896336237e-09	0	g2348
g23480	3.26448730517272	-1.07129515540692	-0.585214289501391	0.281704470379031	77.3264523814062	2.68119890806242e-09	0	g23480
g23481	3.13058149514761	-0.545319911821663	0	0.999999375147352	56.1974333648438	5.56189134013855e-08	0	g23481
g23482	8.37113074936945	0.518014542773043	0	0.999999865983927	54.3236898338854	7.55541725338244e-08	0	g23482
g23483	3.86993877660094	0.600273631038223	0	0.999265713418201	28.4736586004699	1.35368122732289e-05	0	g23483
g23484	5.93842968795829	0.233462508396541	0	1	37.7473288698263	1.64387327674196e-06	0	g23484
g23485	-0.261090361980191	0.372385722681776	0	0.999837098385576	6.0143913239592	0.0211549992296283	0	g23485
g23486	4.44227669411351	0.896635350507979	0	0.82340178235688	67.2238602048961	1.04714158227267e-08	0	g23486
g23487	2.31392468740198	0.998731032665244	0	0.502415588579758	23.1478678395701	5.42732089747065e-05	0	g23487
g23489	2.29161538585307	0.588442576191929	0	0.998901113147858	23.5590579443602	4.84849364373998e-05	0	g23489
g23490	1.12600013866124	1.49224848515153	1.96840117480583	0.0298420190744342	35.6074397319017	2.59566599872339e-06	0	g23490
g23492	0.696472427640742	2.95531077599192	3.07224939865246	0.00245469372339034	21.5619315516207	8.46620965606644e-05	1	g23492
g23495	-1.11835626553062	1.0202009251742	0.0297004221966939	0.491412895825796	2.24985304504517	0.145578414265604	0	g23495
g23496	0.34446873335939	0.817397607847762	0	0.846343540760938	21.7212922891692	8.0904995300015e-05	0	g23496
g23497	2.15718469751042	-2.82577529091437	-10.0412140231617	8.93618938712826e-11	241.519968766503	9.63554555147111e-15	-1	g23497
g23498	6.79237873358564	0.0226832088553355	0	1	0.266095265597333	0.61028793158291	0	g23498
g23499	9.83736556302355	0.647092943481772	0	0.998323071435651	34.9959795093418	2.96652712046019e-06	0	g23499
g235	6.68258342370125	-0.315575099968171	0	0.999997517416465	6.95105699692325	0.0138961429784538	0	g235
g2350	-0.467466677516047	0.743421682668829	0	0.940970273266361	21.9249779985612	7.63626895491623e-05	0	g2350
g23500	2.7100550306145	-0.967233433906016	0	0.601520083624213	58.8661728829037	3.63904160578509e-08	0	g23500
g23501	4.20148945667751	-0.112450203109495	0	0.999999999932772	1.66173739764858	0.20863109850897	0	g23501
g23503	5.46056223435584	-0.23292005233	0	0.999999937839084	4.73628742044067	0.0387300861453841	0	g23503
g23508	-1.63358561641316	3.06110944735335	7.56674831474303	2.34648343054471e-08	126.291518437241	1.59934366851029e-11	1	g23508
g23509	6.49038059339018	1.5015224722124	3.64096348913321	0.000586538524201033	118.827107407839	3.10232792743548e-11	1	g23509
g2351	7.32510375271752	-0.867338442846166	0	0.956617142083048	135.351065386256	7.46810339628851e-12	0	g2351
g23510	1.5954382579562	1.9478431976408	3.6559768185764	0.000564323684351339	56.4471289490765	5.34229814135026e-08	1	g23510
g23511	4.13310261757075	0.481418359646677	0	0.999999999100174	69.3650126115572	7.75074950518679e-09	0	g23511
g23512	4.22079099650566	-0.45095384704934	0	0.999999992532672	43.6870170645335	5.00405000184113e-07	0	g23512
g23513	4.4218297299283	-0.0231466581618474	0	1	0.345095381596824	0.56193028624116	0	g23513
g23516	-1.5954339340493	-1.43695274700586	-0.890765195359206	0.190597884685716	8.5810909527747	0.00694849703059311	0	g23516
g23517	7.32872107098532	-0.397509404422143	0	0.999995605567826	13.168753188194	0.00121007993067324	0	g23517
g23518	0.581793092505037	1.7076486640334	2.46969790724565	0.0101740781592508	35.5180676954811	2.64660269995489e-06	1	g23518
g23519	1.80087955669514	2.8213331299354	6.14585801461888	8.17769420032843e-07	90.6348056487362	5.40312166851374e-10	1	g23519
g2352	4.54859992066859	0.287375856259303	0	0.999999999999991	37.2391561672111	1.82956503575671e-06	0	g2352
g23520	4.05096949345549	-0.100468196002483	0	0.999999896819278	0.603023989730429	0.444378952547016	0	g23520
g23521	6.53421100099067	0.449393439009025	0	0.999999999966893	73.7671675646689	4.26396678419208e-09	0	g23521
g23522	6.51983578142315	0.862207713625282	0	0.990778251027615	247.286793094031	7.28007045886802e-15	0	g23522
g23524	4.69989498338541	0.817840349335869	0	0.943392360071821	54.132896083707	7.79798007012407e-08	0	g23524
g23528	3.2825814302765	0.867325047606144	0	0.854594608169537	49.6714674967321	1.67023266599301e-07	0	g23528
g23529	3.54299332747702	-0.0808065213143143	0	0.999999999865748	0.74719057464701	0.395210094059733	0	g23529
g2353	7.87246964324545	-0.230315710476273	0	1	36.0463026943142	2.36041146829069e-06	0	g2353
g23530	7.35776150192052	-0.748265309891975	0	0.997220353605419	80.6515838293792	1.76341489872515e-09	0	g23530
g23531	3.31041637126223	-0.22200712918437	0	0.99999999997308	9.19321828781487	0.00541560072178524	0	g23531
g23532	7.35339968273164	-0.241570009729075	0	1	33.0070365720818	4.62565337663415e-06	0	g23532
g23534	6.30539588246008	-0.380133676458068	0	1	114.284479611591	4.72292514272147e-11	0	g23534
g23536	4.94928538771632	-0.115949893160971	0	0.999999999932558	1.78043820360698	0.193574021315561	0	g23536
g23537	5.1432819243996	0.456822177014151	0	0.999999998553655	54.2756996271546	7.61565430318293e-08	0	g23537
g23538	4.54979134061035	0.630503520962888	0	0.999999570679732	119.157534922685	3.01048900691053e-11	0	g23538
g23539	5.39481831046041	-1.63612378593105	-6.78707243479736	1.60005616388885e-07	304.729160546574	5.93616255860662e-16	-1	g23539
g2354	4.55624162747666	-0.436560007070094	0	0.999999999960486	65.3855613769735	1.36345678000132e-08	0	g2354
g23540	4.68768333195642	-0.778902232658765	0	0.996604258319743	107.187111161273	9.36842093444103e-11	0	g23540
g23541	4.78239657513085	-0.521017413011063	0	0.997356248864028	10.9480078880418	0.00272886553063664	0	g23541
g23542	3.98695626324664	1.60075903913904	5.57380832446	3.62182108724736e-06	220.574527420474	2.81413194881667e-14	1	g23542
g23543	6.91251508580557	-1.18479844172852	-2.73774767343631	0.00548493059497456	308.091116576057	5.19767678877841e-16	-1	g23543
g23544	3.44373067534517	2.16421719093496	3.98321113976147	0.000241408732137863	54.8277375099043	6.95283805464315e-08	1	g23544
g23545	-1.38321817775475	3.34590623149516	5.28208091023337	7.80455016000832e-06	56.7565949472878	5.08300914826409e-08	1	g23545
g23546	1.77315026864434	2.36829068356534	6.41363818868439	4.11589548141524e-07	123.231628086208	2.08997514782519e-11	1	g23546
g23548	4.91128324187056	-0.458410680994971	0	0.999977794345465	17.1092951834423	0.000323203733143319	0	g23548
g23549	6.69733913478927	-2.46698740939162	-9.04720763937608	7.60395116020751e-10	231.478259724765	1.59325781028103e-14	-1	g23549
g2355	5.78584227194478	0.163137146950032	0	0.999999999994171	4.93953336847849	0.0350837784946147	0	g2355
g23550	4.30464490757044	1.92729762370001	5.37899693240111	6.04440595681691e-06	124.986144488499	1.79152589753547e-11	1	g23550
g23551	4.86983389260731	1.96326348173289	6.05297340459192	1.03934212804776e-06	152.196447757982	2.0190442057859e-12	1	g23551
g23552	2.37936915856519	-2.43574017056057	-5.59027443569002	3.46874852071414e-06	89.9448850665003	5.84371209044071e-10	-1	g23552
g23553	7.52565541344084	-0.962695849169941	0	0.724045345077655	241.891107047215	9.4615536660079e-15	0	g23553
g23556	1.93083465102987	-14.6197816765569	-24.4033019124358	7.7503436947452e-20	686.180968158618	2.51859663922526e-20	-1	g23556
g23557	-0.924043260227081	2.09244827491096	2.59213023551141	0.00769757578142949	24.6502501847607	3.61161244166092e-05	1	g23557
g2356	-1.07179831150369	0.0215906812850259	0	0.999980633680954	0.010341012523741	0.919776159287599	0	g2356
g23560	2.60288992676367	-1.2285800106819	-2.49057816327399	0.00970535140983129	179.197004065863	3.15234303627358e-13	-1	g23560
g23561	6.60410703079873	0.917847882499184	0	0.716773604981579	42.0819198477568	6.82808636245453e-07	0	g23561
g23562	7.57181258413518	1.98757807226463	5.44498889414961	5.08042956166781e-06	120.087972689644	2.76725020214747e-11	1	g23562
g23564	3.92245603935857	2.0473982891067	5.35620789423168	6.41849352842578e-06	109.621515602735	7.37691256896522e-11	1	g23564
g23569	1.51593461441917	-0.159228851371578	0	0.995848509908628	0.286368064725195	0.597069234919938	0	g23569
g23570	-2.83969572446033	2.69613955196836	2.24979020831169	0.0165608041534855	12.7892658916574	0.00138507634937637	0	g23570
g23572	0.622990879096628	-0.13273758666526	0	0.996344407619304	0.191427905178115	0.665315295753544	0	g23572
g23573	7.40276472829837	-0.154805283236705	0	1	11.9147432134568	0.0019021410277161	0	g23573
g23574	3.88125225046964	-0.0859091689244478	0	0.999999999572727	0.76340864665204	0.390199873883112	0	g23574
g23575	5.19856974018982	-0.574286776837373	0	0.999999977811227	104.83322556748	1.1853903727397e-10	0	g23575
g23576	7.82269664963953	0.0333731287232508	0	1	0.92817555435298	0.344143224936496	0	g23576
g23577	2.43344362697095	-0.58676593803653	0	0.999981689172751	49.5952983612868	1.69276332490319e-07	0	g23577
g23578	-3.16023840395022	-4.96992249954808	-9.97397346687375	1.02888483340063e-10	155.909146051295	1.53896239582318e-12	-1	g23578
g23579	5.70282247838188	-0.122154937449281	0	0.999999999999999	5.55891734872162	0.0261255805219707	0	g23579
g23580	4.72572553741579	-0.233397257126373	0	0.999999999999849	16.6732050284756	0.000371509475962898	0	g23580
g23582	4.56992701545586	-0.252960033043118	0	0.999999999995916	15.3942916021285	0.00056419183804463	0	g23582
g23583	5.06682534688367	0.362328793180769	0	0.999999991347363	20.5844565394276	0.000112249831902303	0	g23583
g23584	4.01898570835132	-0.11647555788471	0	1	5.60906326929943	0.0255196974114967	0	g23584
g23585	0.194781399864718	-1.80533831877686	-2.7267223276643	0.00562893767288695	37.3630483382523	1.78229935098743e-06	-1	g23585
g23586	4.34274126885493	0.116460728504284	0	0.99999999999999	3.93002825591644	0.0580061383744792	0	g23586
g23587	0.880646664150991	-0.352682797197199	0	0.99626128826237	2.49437650031906	0.126248674810685	0	g23587
g23588	4.07873349657069	0.1972650434392	0	0.999999999999953	12.023937387876	0.00182741754062985	0	g23588
g23589	4.79041544569319	-0.776204465862961	0	0.968348737539102	45.2411757132401	3.72940472692804e-07	0	g23589
g23591	1.96774633057641	-1.0164626793532	-0.100975023505294	0.460169407449327	38.8695723312598	1.30186637268652e-06	0	g23591
g23592	7.47584367327128	0.425396371813539	0	0.999926603778188	10.7835432574635	0.00290493665046213	0	g23592
g23593	4.96998034895476	0.260238429061948	0	0.999999999999995	29.6476795640817	1.01614102116826e-05	0	g23593
g23594	4.81068677690018	0.0679742015584885	0	1	1.9579054575754	0.173462207416825	0	g23594
g23595	7.45368811482605	-0.807101549808776	0	0.906942352806778	32.2735303767919	5.47060688771149e-06	0	g23595
g23596	1.6746066072398	-0.796703825023647	0	0.831128277386119	14.6447604925934	0.000725641684951189	0	g23596
g23598	4.09155630392553	-0.929328859652501	0	0.748498827397439	79.7581788191983	1.97095719643339e-09	0	g23598
g23599	4.14090244058756	-0.285604418328278	0	0.999999999986175	19.194867225228	0.000169512235114418	0	g23599
g236	5.9925480897917	-0.231758186682456	0	0.99999999999646	12.3773751756661	0.00160658190186982	0	g236
g23600	4.08718356064193	-0.292044210326267	0	0.999999999998882	25.6650596746101	2.76280110638038e-05	0	g23600
g23601	4.88071005614107	-0.335595065423513	0	0.999999999974357	28.9347994176513	1.2085285436448e-05	0	g23601
g23602	1.48983640098277	-0.150127834306861	0	0.999999803827977	1.40266976462756	0.2469070640972	0	g23602
g23603	5.60833047405263	-0.228072242453481	0	1	36.2605686149886	2.25399319837581e-06	0	g23603
g23604	1.14807108468771	-1.98946684150372	-0.801780587934225	0.226258760356492	2.59885467499291	0.118919822603929	0	g23604
g23605	5.6899873218184	-0.478704375449588	0	0.999999999995507	112.24065524157	5.73171176058659e-11	0	g23605
g23606	6.25811677224442	1.28826624595424	3.40938448460795	0.00105891701874223	232.153711886109	1.53931965935997e-14	1	g23606
g23607	4.82426022268361	-0.475910353169212	0	0.999999969210794	45.8225120153205	3.3466743800884e-07	0	g23607
g23608	5.78492023694077	-0.367562622348231	0	0.99999999999976	58.3397530079789	3.95235807996213e-08	0	g23608
g23609	4.40820566782356	0.38303430197407	0	0.999999999989436	47.4506287149009	2.48290436242492e-07	0	g23609
g2361	-1.10346592457649	-2.13702177345563	-1.86272789383966	0.036884490325925	12.256858366127	0.00167844670119716	0	g2361
g23610	6.35920564426102	-0.0106973745422092	0	0.999999999999999	0.030455317991337	0.86280225384885	0	g23610
g23611	8.46014039092469	0.298003454465977	0	0.999999999999854	32.5003586549346	5.19280547353647e-06	0	g23611
g23612	3.75686617949885	0.25004370883104	0	0.999999999999969	22.902075843061	5.80861158511623e-05	0	g23612
g23613	3.40964898645658	0.805384534813558	0	0.984865867124556	89.8630007494111	5.89851886191564e-10	0	g23613
g23614	6.00383235536205	-0.379628292136909	0	0.999999999998192	54.1049266994818	7.83423768116434e-08	0	g23614
g23615	-1.26216554717569	-8.57651289968468	-10.5995258182761	2.85160035558212e-11	143.964571995413	3.7640914302114e-12	-1	g23615
g23616	-1.6088729594172	-8.28832285383074	-12.8887551967382	3.76229081514137e-13	214.832540588754	3.83612317473885e-14	-1	g23616
g23620	4.13781430381605	0.385836507558605	0	0.999999997999797	29.3042364124561	1.1043467615382e-05	0	g23620
g23623	3.17587005654368	-0.465113508651178	0	0.999764119791806	12.0501226151979	0.00180997585261781	0	g23623
g23624	3.51815245706008	0.0945206209389577	0	0.99999999999021	1.34910682891491	0.255903928552311	0	g23624
g23625	2.60778664314176	-4.35520020572052	-12.7966159201772	4.41395677836229e-13	275.911396204336	1.96629073558334e-15	-1	g23625
g23627	6.70355790215451	0.000569893755988815	0	1	0.000140508808216966	0.99063215806099	0	g23627
g23628	0.807266528726848	4.73460914139425	4.43395014845252	7.38747040179012e-05	31.5979978111461	6.39720060539209e-06	1	g23628
g23629	-1.09751530824547	-3.56410963824756	-5.68071991584031	2.73723999366759e-06	62.3498886984839	2.13391550192019e-08	-1	g23629
g2366	-0.906963449256281	2.75862100049561	3.96828907304116	0.000251011154758674	38.7477213976666	1.33498863261658e-06	1	g2366
g2367	-0.516302159002553	2.26474797743452	2.70774391800937	0.00588526438148765	23.5096926703613	4.91432632989036e-05	1	g2367
g2368	0.499704171255977	0.297206343355831	0	0.998804623780516	2.0203903386424	0.166990168111223	0	g2368
g2369	3.13951284072945	-0.679104191637359	0	0.983624674245218	22.7618242747929	6.03905440019999e-05	0	g2369
g2370	-1.44740162473469	1.32127056411929	0.597274086211384	0.277825839560087	6.03377335256984	0.0209679986499172	0	g2370
g2373	-0.44448141677368	-2.96063716569711	-1.31793418764439	0.106008380312829	3.96062167056656	0.0571027812878288	0	g2373
g2378	4.63657584505081	1.35529481709754	3.55701166701985	0.00072740177317367	184.102798406288	2.31008631182728e-13	1	g2378
g2379	3.02386418031054	-0.0759565208259341	0	0.999994862422223	0.197104987095886	0.660711930737254	0	g2379
g238	1.95527474395391	-4.83064941794178	-10.7219765068138	2.21647262640862e-11	182.816726534061	2.50444532862398e-13	-1	g238
g2380	3.54522767880887	0.478540989651583	0	0.999977124907205	20.0201207661174	0.000132488741401253	0	g2380
g2381	5.7574546007909	1.58723548730871	4.58013712300377	5.00668015305349e-05	153.255159782058	1.86754223684277e-12	1	g2381
g2382	4.92643469696572	0.39950524529935	0	0.999999987806881	27.2054929858216	1.85899251276066e-05	0	g2382
g2383	4.49229532965094	1.35833938822627	2.59538123027587	0.00764014408445495	96.789848863505	2.73925921924845e-10	1	g2383
g2384	2.51637524536862	3.41071906532761	9.07356362985913	7.17239573923455e-10	164.798961595796	8.21179768328961e-13	1	g2384
