"","BmalevnoBmale","BmalevsfemaleB","BmalevsfemalenoB","BfemalevsnoBfemale","noBmalevsnoBfemale","gene"
"g2051",0,0,0,0,0,"g2051"
"g20510",0,0,0,0,0,"g20510"
"g20511",0,0,0,0,0,"g20511"
"g20512",0,0,0,0,0,"g20512"
"g20513",0,0,0,0,0,"g20513"
"g20514",0,0,0,0,0,"g20514"
"g20515",0,-1,0,0,-1,"g20515"
"g20516",0,-1,-1,0,-1,"g20516"
"g20517",0,0,0,0,0,"g20517"
"g20518",0,0,0,0,0,"g20518"
"g20519",0,0,0,0,0,"g20519"
"g2052",0,0,0,0,0,"g2052"
"g20520",0,1,0,0,0,"g20520"
"g20521",0,0,1,0,1,"g20521"
"g20522",0,1,1,0,0,"g20522"
"g20523",0,0,0,0,0,"g20523"
"g20524",0,0,-1,0,0,"g20524"
"g20525",0,0,0,0,0,"g20525"
"g20526",0,0,0,0,0,"g20526"
"g20527",0,0,0,0,0,"g20527"
"g20528",0,0,0,0,0,"g20528"
"g20529",0,0,0,0,0,"g20529"
"g2053",0,0,0,0,0,"g2053"
"g20530",0,0,0,0,0,"g20530"
"g20531",0,0,0,0,0,"g20531"
"g20532",0,0,0,0,0,"g20532"
"g20533",0,0,0,0,0,"g20533"
"g20534",0,0,0,0,0,"g20534"
"g20535",0,0,0,0,0,"g20535"
"g20536",0,0,0,0,0,"g20536"
"g20537",0,0,0,0,0,"g20537"
"g20538",0,0,0,0,0,"g20538"
"g20539",0,0,0,0,0,"g20539"
"g2054",0,0,0,0,0,"g2054"
"g20540",0,0,0,0,0,"g20540"
"g20541",0,1,0,0,1,"g20541"
"g20542",0,0,0,0,0,"g20542"
"g20544",0,0,0,0,0,"g20544"
"g20546",0,0,1,0,0,"g20546"
"g20547",0,0,0,0,0,"g20547"
"g20548",0,0,0,0,0,"g20548"
"g20549",0,0,0,0,0,"g20549"
"g2055",0,0,0,0,0,"g2055"
"g20550",0,0,0,0,0,"g20550"
"g20551",0,0,-1,0,0,"g20551"
"g20552",0,0,-1,0,0,"g20552"
"g20553",0,0,0,0,1,"g20553"
"g20554",0,-1,-1,0,-1,"g20554"
"g20556",0,0,0,0,1,"g20556"
"g2056",0,0,0,0,0,"g2056"
"g20560",0,0,0,0,0,"g20560"
"g20562",0,-1,0,0,-1,"g20562"
"g20565",0,1,1,0,1,"g20565"
"g20566",0,0,0,0,0,"g20566"
"g20567",0,1,1,0,0,"g20567"
"g20568",0,1,1,0,1,"g20568"
"g20569",0,0,0,0,0,"g20569"
"g2057",0,0,0,0,0,"g2057"
"g20570",0,0,0,0,0,"g20570"
"g20571",0,0,0,0,0,"g20571"
"g20572",0,0,0,0,0,"g20572"
"g20573",0,0,0,0,0,"g20573"
"g20574",0,0,0,0,0,"g20574"
"g20575",0,0,0,0,0,"g20575"
"g20577",0,0,0,0,0,"g20577"
"g20578",0,0,0,0,0,"g20578"
"g20579",0,0,0,0,0,"g20579"
"g2058",0,0,0,0,0,"g2058"
"g20580",0,0,0,0,0,"g20580"
"g20581",0,0,0,0,0,"g20581"
"g20583",0,0,0,0,0,"g20583"
"g20584",0,0,0,0,0,"g20584"
"g20585",0,1,1,0,0,"g20585"
"g20586",0,1,1,0,1,"g20586"
"g20587",0,0,0,0,0,"g20587"
"g20588",0,0,0,0,0,"g20588"
"g20589",0,0,0,0,0,"g20589"
"g2059",0,0,0,0,0,"g2059"
"g20590",0,0,-1,0,-1,"g20590"
"g20591",0,0,0,0,0,"g20591"
"g20592",0,0,0,0,0,"g20592"
"g20593",0,0,0,0,0,"g20593"
"g20594",0,0,0,0,0,"g20594"
"g20595",0,0,0,0,0,"g20595"
"g20597",0,0,0,0,0,"g20597"
"g20598",0,0,0,0,0,"g20598"
"g20599",0,1,1,0,1,"g20599"
"g206",0,0,0,0,0,"g206"
"g2060",0,-1,0,0,-1,"g2060"
"g20600",0,0,0,0,0,"g20600"
"g20601",0,0,0,0,0,"g20601"
"g20602",0,0,0,0,0,"g20602"
"g20603",0,0,0,0,0,"g20603"
"g20604",0,0,0,0,0,"g20604"
"g20605",0,0,0,0,0,"g20605"
"g20606",0,0,0,0,0,"g20606"
"g20607",0,0,0,0,0,"g20607"
"g20608",0,0,0,0,0,"g20608"
"g20609",0,0,0,0,0,"g20609"
"g2061",0,0,0,0,0,"g2061"
"g20611",0,0,0,0,0,"g20611"
"g20614",0,0,0,0,0,"g20614"
"g20615",0,0,0,0,0,"g20615"
"g20616",0,0,0,0,0,"g20616"
"g20617",0,0,0,0,0,"g20617"
"g20618",0,0,0,0,0,"g20618"
"g2062",0,-1,0,0,-1,"g2062"
"g20620",0,0,0,0,0,"g20620"
"g20621",0,0,0,0,0,"g20621"
"g20623",1,0,1,1,0,"g20623"
"g20624",0,0,0,0,0,"g20624"
"g20625",0,0,0,0,0,"g20625"
"g20626",0,-1,-1,0,-1,"g20626"
"g20627",0,0,0,0,0,"g20627"
"g20628",0,0,0,0,0,"g20628"
"g20629",0,-1,-1,0,-1,"g20629"
"g2063",0,1,0,0,0,"g2063"
"g20630",0,0,0,0,0,"g20630"
"g20631",0,0,0,0,0,"g20631"
"g20632",0,0,0,0,0,"g20632"
"g20633",0,0,0,0,0,"g20633"
"g20634",0,0,0,0,0,"g20634"
"g20635",0,0,0,0,0,"g20635"
"g20636",0,0,0,0,0,"g20636"
"g20637",0,0,0,0,0,"g20637"
"g20638",0,0,0,0,0,"g20638"
"g20639",0,0,0,0,0,"g20639"
"g2064",0,0,0,0,0,"g2064"
"g20640",0,0,0,0,0,"g20640"
"g20641",0,0,0,0,0,"g20641"
"g20642",0,0,0,0,0,"g20642"
"g20643",0,0,0,0,0,"g20643"
"g20644",0,0,0,0,0,"g20644"
"g20645",0,0,0,0,0,"g20645"
"g20646",0,0,0,0,0,"g20646"
"g20647",0,-1,-1,0,-1,"g20647"
"g20648",0,0,0,0,0,"g20648"
"g20649",0,0,0,0,0,"g20649"
"g2065",0,0,0,0,0,"g2065"
"g20652",0,0,0,0,0,"g20652"
"g20656",0,0,0,0,0,"g20656"
"g20657",0,0,0,0,0,"g20657"
"g20658",0,0,0,0,0,"g20658"
"g20659",0,0,0,0,0,"g20659"
"g2066",0,-1,0,0,-1,"g2066"
"g20660",0,0,0,0,0,"g20660"
"g20662",0,0,0,0,0,"g20662"
"g20667",0,-1,-1,0,-1,"g20667"
"g2067",0,0,0,0,0,"g2067"
"g20670",0,0,0,0,0,"g20670"
"g20671",0,0,0,0,0,"g20671"
"g20672",0,0,0,0,0,"g20672"
"g20673",0,0,0,0,0,"g20673"
"g20674",0,0,0,0,0,"g20674"
"g20675",0,0,0,0,0,"g20675"
"g20676",0,1,0,0,0,"g20676"
"g20679",0,0,0,0,0,"g20679"
"g2068",0,1,1,0,1,"g2068"
"g20680",0,0,0,0,0,"g20680"
"g20681",0,0,0,0,0,"g20681"
"g20682",0,0,0,0,0,"g20682"
"g20683",0,0,0,0,0,"g20683"
"g20684",0,0,0,0,0,"g20684"
"g20685",0,0,0,0,0,"g20685"
"g20686",1,0,1,1,0,"g20686"
"g20687",0,0,0,0,0,"g20687"
"g20688",0,0,0,0,0,"g20688"
"g20689",0,0,0,0,0,"g20689"
"g2069",0,1,1,0,1,"g2069"
"g20690",0,0,-1,0,0,"g20690"
"g20691",0,0,0,0,0,"g20691"
"g20692",0,0,0,0,-1,"g20692"
"g20693",0,0,-1,0,0,"g20693"
"g20694",0,0,0,0,0,"g20694"
"g20695",0,0,1,0,0,"g20695"
"g20696",0,-1,0,0,-1,"g20696"
"g20697",0,-1,-1,0,-1,"g20697"
"g20698",0,0,-1,0,0,"g20698"
"g20699",0,0,-1,0,-1,"g20699"
"g207",0,0,0,0,0,"g207"
"g2070",0,1,1,0,1,"g2070"
"g20700",0,0,0,0,0,"g20700"
"g20701",0,0,0,0,0,"g20701"
"g20702",0,0,0,0,0,"g20702"
"g20703",0,-1,0,0,-1,"g20703"
"g20704",0,-1,0,0,0,"g20704"
"g20705",0,-1,-1,0,-1,"g20705"
"g20706",0,0,0,0,0,"g20706"
"g20707",0,0,0,0,0,"g20707"
"g20708",0,0,0,0,-1,"g20708"
"g20709",0,-1,-1,0,-1,"g20709"
"g2071",0,0,0,0,0,"g2071"
"g20710",0,0,-1,0,0,"g20710"
"g20711",0,0,0,0,-1,"g20711"
"g20712",0,-1,-1,0,-1,"g20712"
"g20713",0,-1,0,0,0,"g20713"
"g20714",0,-1,0,0,0,"g20714"
"g20715",0,-1,-1,0,0,"g20715"
"g20716",0,-1,-1,0,0,"g20716"
"g20717",0,-1,-1,0,-1,"g20717"
"g20718",0,0,0,0,0,"g20718"
"g20719",0,0,0,0,0,"g20719"
"g2072",0,0,0,0,0,"g2072"
"g20720",0,0,0,0,0,"g20720"
"g20721",0,0,0,0,0,"g20721"
"g20722",0,0,-1,0,0,"g20722"
"g20723",0,0,0,0,0,"g20723"
"g20724",0,0,0,0,0,"g20724"
"g20725",0,0,0,0,0,"g20725"
"g20726",0,0,0,0,0,"g20726"
"g20727",0,0,0,0,0,"g20727"
"g20728",0,0,0,0,0,"g20728"
"g20729",0,0,0,0,-1,"g20729"
"g2073",0,0,1,0,0,"g2073"
"g20730",0,0,0,0,0,"g20730"
"g20731",0,0,0,0,0,"g20731"
"g20732",0,0,0,0,0,"g20732"
"g20733",0,0,0,0,0,"g20733"
"g20734",0,0,0,0,0,"g20734"
"g20735",1,0,1,0,0,"g20735"
"g20736",0,0,0,0,0,"g20736"
"g20737",0,0,0,0,0,"g20737"
"g20738",0,0,0,0,0,"g20738"
"g20739",0,0,0,0,0,"g20739"
"g2074",0,0,0,0,0,"g2074"
"g20740",0,0,0,0,0,"g20740"
"g20741",0,0,0,0,0,"g20741"
"g20742",0,0,0,0,0,"g20742"
"g20743",0,0,0,0,0,"g20743"
"g20744",0,0,0,0,0,"g20744"
"g20745",0,0,0,0,0,"g20745"
"g20746",0,0,0,0,0,"g20746"
"g20747",0,0,0,0,0,"g20747"
"g20748",0,0,0,0,0,"g20748"
"g20749",0,0,0,0,0,"g20749"
"g20750",0,-1,-1,0,-1,"g20750"
"g20751",0,-1,-1,0,-1,"g20751"
"g20752",0,-1,-1,0,-1,"g20752"
"g20753",0,0,0,0,0,"g20753"
"g20754",0,0,-1,0,0,"g20754"
"g20755",0,0,0,0,0,"g20755"
"g20757",0,0,0,0,-1,"g20757"
"g20758",0,0,0,0,0,"g20758"
"g2076",0,0,0,0,0,"g2076"
"g20760",0,-1,0,0,-1,"g20760"
"g20761",0,0,0,0,-1,"g20761"
"g20762",0,1,1,0,1,"g20762"
"g20763",0,0,0,0,0,"g20763"
"g20764",0,0,0,0,0,"g20764"
"g20765",0,0,0,0,0,"g20765"
"g20766",0,1,1,0,1,"g20766"
"g20767",0,0,-1,0,-1,"g20767"
"g20768",0,0,0,0,0,"g20768"
"g20769",0,0,0,0,0,"g20769"
"g2077",0,0,0,0,0,"g2077"
"g20770",0,0,0,0,0,"g20770"
"g20771",0,0,0,0,0,"g20771"
"g20772",0,0,0,0,0,"g20772"
"g20773",0,0,0,0,0,"g20773"
"g20774",0,0,0,0,0,"g20774"
"g20775",0,0,0,0,0,"g20775"
"g20776",0,0,0,0,0,"g20776"
"g20777",0,0,0,0,0,"g20777"
"g20778",0,0,0,0,0,"g20778"
"g20779",0,0,0,0,0,"g20779"
"g2078",0,0,1,0,0,"g2078"
"g20780",0,0,0,0,0,"g20780"
"g20781",0,0,0,0,0,"g20781"
"g20782",0,0,0,0,1,"g20782"
"g20783",0,0,0,0,0,"g20783"
"g20784",0,0,0,0,1,"g20784"
"g20785",0,0,0,0,0,"g20785"
"g20786",0,0,0,0,0,"g20786"
"g20787",0,0,0,0,0,"g20787"
"g20788",0,0,0,0,0,"g20788"
"g20789",0,0,0,0,0,"g20789"
"g2079",0,1,0,0,0,"g2079"
"g20790",0,0,0,0,0,"g20790"
"g20791",0,0,0,0,0,"g20791"
"g20792",0,0,0,0,0,"g20792"
"g20793",0,0,0,0,0,"g20793"
"g20794",0,0,0,0,0,"g20794"
"g20795",0,0,0,0,0,"g20795"
"g20796",0,0,0,0,0,"g20796"
"g20797",0,0,0,0,0,"g20797"
"g20798",0,-1,-1,0,-1,"g20798"
"g20799",0,1,1,0,1,"g20799"
"g208",0,0,0,0,0,"g208"
"g2080",0,-1,-1,0,-1,"g2080"
"g20800",0,0,0,0,0,"g20800"
"g20801",0,0,0,0,0,"g20801"
"g20802",0,0,0,0,0,"g20802"
"g20803",0,0,0,0,0,"g20803"
"g20804",0,0,0,0,0,"g20804"
"g20805",0,1,1,0,1,"g20805"
"g20806",0,0,0,0,0,"g20806"
"g20807",0,0,0,0,0,"g20807"
"g20808",0,0,0,0,0,"g20808"
"g20809",0,0,0,0,0,"g20809"
"g2081",0,0,0,0,-1,"g2081"
"g20811",0,0,0,0,0,"g20811"
"g20812",0,-1,0,0,-1,"g20812"
"g20813",0,-1,-1,0,0,"g20813"
"g20816",0,0,0,0,0,"g20816"
"g20817",0,0,0,0,0,"g20817"
"g20818",0,0,0,0,0,"g20818"
"g20819",0,0,0,0,0,"g20819"
"g20820",0,-1,-1,0,-1,"g20820"
"g20821",0,0,0,0,0,"g20821"
"g20822",0,0,0,0,0,"g20822"
"g20823",0,0,0,0,0,"g20823"
"g20826",0,0,0,0,0,"g20826"
"g20828",0,0,0,0,0,"g20828"
"g20829",0,0,0,0,0,"g20829"
"g2083",0,-1,-1,0,-1,"g2083"
"g20830",0,0,0,0,0,"g20830"
"g20832",0,0,0,0,0,"g20832"
"g20833",-1,0,-1,0,0,"g20833"
"g20839",0,0,0,0,0,"g20839"
"g2084",0,-1,-1,0,-1,"g2084"
"g20840",0,0,0,0,0,"g20840"
"g20841",0,0,0,0,0,"g20841"
"g20842",0,-1,-1,0,-1,"g20842"
"g20843",0,0,0,0,0,"g20843"
"g20845",0,0,0,0,0,"g20845"
"g20847",0,0,0,0,0,"g20847"
"g20848",0,0,0,0,0,"g20848"
"g20849",0,0,0,0,0,"g20849"
"g20850",0,1,0,0,1,"g20850"
"g20851",0,0,0,0,0,"g20851"
"g20852",0,0,0,0,1,"g20852"
"g20853",0,0,0,0,1,"g20853"
"g20854",0,0,0,0,1,"g20854"
"g20855",0,0,0,0,0,"g20855"
"g20856",0,0,0,0,0,"g20856"
"g20857",0,1,1,0,1,"g20857"
"g20858",0,0,0,0,-1,"g20858"
"g2086",0,0,0,0,0,"g2086"
"g20860",0,1,1,0,1,"g20860"
"g20861",0,0,0,0,0,"g20861"
"g20863",0,0,0,0,0,"g20863"
"g20864",0,0,0,0,0,"g20864"
"g20867",0,0,0,0,0,"g20867"
"g20868",0,0,0,0,0,"g20868"
"g2087",0,0,0,0,0,"g2087"
"g20870",0,0,0,0,0,"g20870"
"g20871",0,0,0,0,0,"g20871"
"g20873",0,1,1,0,1,"g20873"
"g20874",0,0,1,0,0,"g20874"
"g20875",0,0,0,0,0,"g20875"
"g20876",0,0,0,0,0,"g20876"
"g20877",0,0,0,0,0,"g20877"
"g20878",0,0,0,0,0,"g20878"
"g20879",0,0,0,0,0,"g20879"
"g2088",0,0,0,0,0,"g2088"
"g20880",0,0,1,0,1,"g20880"
"g20881",0,0,0,0,0,"g20881"
"g20882",0,0,0,0,0,"g20882"
"g20883",0,0,0,0,0,"g20883"
"g20884",0,0,0,0,0,"g20884"
"g20885",0,0,0,0,0,"g20885"
"g20886",0,0,0,0,0,"g20886"
"g20887",0,0,0,0,0,"g20887"
"g20888",0,0,0,0,0,"g20888"
"g20889",0,0,0,0,0,"g20889"
"g2089",0,0,0,0,0,"g2089"
"g20891",0,0,0,0,0,"g20891"
"g20892",0,0,0,0,0,"g20892"
"g20893",0,0,0,0,0,"g20893"
"g20894",0,0,0,0,0,"g20894"
"g20895",0,0,0,0,0,"g20895"
"g209",0,0,0,0,0,"g209"
"g2090",0,0,0,0,0,"g2090"
"g20900",0,0,0,0,0,"g20900"
"g20901",0,0,0,0,0,"g20901"
"g20902",0,0,0,0,0,"g20902"
"g20903",0,0,0,0,0,"g20903"
"g20904",0,0,0,0,0,"g20904"
"g20905",0,0,0,0,0,"g20905"
"g20906",0,0,0,0,0,"g20906"
"g20907",0,0,0,0,0,"g20907"
"g2091",0,0,0,0,0,"g2091"
"g20912",0,0,0,0,0,"g20912"
"g20916",0,0,0,0,0,"g20916"
"g20918",0,1,1,0,1,"g20918"
"g20919",0,0,0,0,0,"g20919"
"g2092",0,0,0,0,0,"g2092"
"g20920",0,0,0,0,0,"g20920"
"g20921",0,0,0,0,0,"g20921"
"g20922",0,0,0,0,0,"g20922"
"g20923",0,0,0,0,0,"g20923"
"g20924",0,0,0,0,0,"g20924"
"g20925",0,1,0,0,1,"g20925"
"g2093",0,0,0,0,0,"g2093"
"g20932",0,0,0,0,0,"g20932"
"g20933",0,0,0,0,0,"g20933"
"g20942",0,0,0,0,0,"g20942"
"g20945",0,0,0,0,0,"g20945"
"g20946",1,1,1,0,0,"g20946"
"g20947",0,0,0,0,0,"g20947"
"g20948",0,0,0,0,0,"g20948"
"g20949",0,0,0,0,0,"g20949"
"g20950",0,0,0,0,0,"g20950"
"g20951",0,0,0,0,0,"g20951"
"g20952",0,0,0,0,0,"g20952"
"g20953",0,0,0,0,0,"g20953"
"g20954",0,0,0,0,0,"g20954"
"g20955",0,0,1,0,1,"g20955"
"g20956",0,0,0,0,0,"g20956"
"g20957",0,0,0,0,0,"g20957"
"g20958",0,0,0,0,0,"g20958"
"g20960",0,0,0,0,0,"g20960"
"g20964",0,0,0,0,0,"g20964"
"g20965",0,0,0,0,0,"g20965"
"g20966",0,0,0,0,0,"g20966"
"g20967",0,0,0,0,0,"g20967"
"g20968",0,1,1,0,1,"g20968"
"g20970",0,0,0,0,0,"g20970"
"g20971",0,0,0,0,0,"g20971"
"g20972",0,0,0,0,0,"g20972"
"g20973",0,0,0,0,0,"g20973"
"g20976",0,1,1,0,1,"g20976"
"g2098",0,0,0,0,0,"g2098"
"g20982",0,0,0,0,0,"g20982"
"g20984",0,0,0,0,0,"g20984"
"g20985",0,0,0,0,0,"g20985"
"g20986",0,0,0,0,0,"g20986"
"g20987",0,0,0,0,0,"g20987"
"g20988",0,0,0,0,0,"g20988"
"g20989",0,0,0,0,0,"g20989"
"g2099",0,0,0,0,0,"g2099"
"g20990",0,0,0,0,0,"g20990"
"g20992",0,0,0,0,0,"g20992"
"g20993",0,0,0,0,0,"g20993"
"g20994",0,0,0,0,0,"g20994"
"g20995",0,0,0,0,0,"g20995"
"g20996",0,1,1,0,1,"g20996"
"g20997",0,0,0,0,0,"g20997"
"g20998",0,0,0,0,0,"g20998"
"g20999",0,0,0,0,0,"g20999"
"g21",0,0,0,0,0,"g21"
"g2100",0,0,0,0,0,"g2100"
"g21000",0,0,0,0,0,"g21000"
"g21005",0,0,0,0,0,"g21005"
"g21006",0,0,0,0,0,"g21006"
"g21008",0,1,1,0,1,"g21008"
"g21009",0,0,0,0,0,"g21009"
"g2101",0,0,0,0,-1,"g2101"
"g21010",0,0,0,0,0,"g21010"
"g21011",0,0,0,0,0,"g21011"
"g21012",0,0,0,0,0,"g21012"
"g21013",0,0,0,0,0,"g21013"
"g21014",0,0,0,0,0,"g21014"
"g21015",0,0,0,0,0,"g21015"
"g21016",0,0,-1,0,-1,"g21016"
"g21017",0,0,0,0,0,"g21017"
"g21018",0,0,0,0,0,"g21018"
"g21019",0,0,0,0,0,"g21019"
"g2102",0,-1,-1,0,-1,"g2102"
"g21020",0,0,0,0,0,"g21020"
"g21021",0,1,1,0,1,"g21021"
"g21022",0,0,0,0,0,"g21022"
"g21023",0,0,0,0,0,"g21023"
"g21024",0,1,1,0,1,"g21024"
"g21025",0,1,1,0,1,"g21025"
"g21026",0,0,0,0,0,"g21026"
"g21027",0,-1,0,0,-1,"g21027"
"g21028",0,1,0,0,1,"g21028"
"g21029",0,0,0,0,0,"g21029"
"g2103",0,-1,-1,0,-1,"g2103"
"g21030",0,0,0,0,0,"g21030"
"g21031",0,0,0,0,0,"g21031"
"g21032",0,0,0,0,0,"g21032"
"g21033",0,0,0,0,0,"g21033"
"g21034",0,1,1,0,1,"g21034"
"g21035",0,0,0,0,0,"g21035"
"g21036",0,0,0,0,0,"g21036"
"g21037",0,0,-1,0,-1,"g21037"
"g21038",0,-1,-1,0,-1,"g21038"
"g21039",0,-1,-1,0,-1,"g21039"
"g21041",0,1,1,0,1,"g21041"
"g21042",0,0,0,0,0,"g21042"
"g21043",0,0,0,0,0,"g21043"
"g21044",0,0,0,0,0,"g21044"
"g21045",0,-1,-1,0,-1,"g21045"
"g21046",0,0,0,0,0,"g21046"
"g21047",0,0,0,0,0,"g21047"
"g21048",0,0,0,0,0,"g21048"
"g21049",0,0,0,0,0,"g21049"
"g21050",0,0,0,0,0,"g21050"
"g21051",0,0,0,0,0,"g21051"
"g21052",0,-1,-1,0,-1,"g21052"
"g21053",0,0,0,0,0,"g21053"
"g21054",0,0,0,0,0,"g21054"
"g21055",1,1,1,0,0,"g21055"
"g21058",-1,0,0,0,1,"g21058"
"g21059",0,0,0,0,0,"g21059"
"g21062",0,0,0,0,0,"g21062"
"g21064",0,0,0,0,0,"g21064"
"g21065",0,0,0,0,0,"g21065"
"g21066",0,0,0,0,0,"g21066"
"g21067",0,0,0,0,0,"g21067"
"g21068",0,0,0,0,0,"g21068"
"g21069",0,0,0,0,0,"g21069"
"g21070",0,0,0,0,0,"g21070"
"g21071",0,0,0,0,0,"g21071"
"g21072",0,0,1,0,1,"g21072"
"g21073",0,0,0,0,0,"g21073"
"g21074",0,0,0,0,0,"g21074"
"g21075",0,1,1,0,1,"g21075"
"g21078",0,0,0,0,0,"g21078"
"g21079",0,0,0,0,0,"g21079"
"g21080",0,0,0,0,0,"g21080"
"g21081",0,0,0,0,0,"g21081"
"g21082",0,0,0,0,0,"g21082"
"g21083",0,0,0,0,0,"g21083"
"g21084",0,0,0,0,0,"g21084"
"g21085",0,0,0,0,0,"g21085"
"g21086",0,0,0,0,0,"g21086"
"g21087",0,0,0,0,0,"g21087"
"g21088",0,0,0,0,0,"g21088"
"g21089",0,0,0,0,0,"g21089"
"g21090",0,0,0,0,1,"g21090"
"g21091",0,0,0,0,0,"g21091"
"g21092",0,0,0,0,0,"g21092"
"g21093",0,0,0,0,0,"g21093"
"g21094",0,0,0,0,0,"g21094"
"g21095",0,0,0,0,0,"g21095"
"g21096",0,0,0,0,0,"g21096"
"g21097",0,0,0,0,0,"g21097"
"g21098",0,0,0,0,0,"g21098"
"g21099",0,0,0,0,0,"g21099"
"g211",0,0,0,0,0,"g211"
"g2110",0,0,0,0,0,"g2110"
"g21100",0,0,0,0,0,"g21100"
"g21101",0,0,-1,0,0,"g21101"
"g21102",0,0,0,0,0,"g21102"
"g21103",0,0,0,0,0,"g21103"
"g21104",0,0,0,0,0,"g21104"
"g21105",0,0,0,0,0,"g21105"
"g21106",0,0,0,0,0,"g21106"
"g21107",0,0,0,0,0,"g21107"
"g21108",0,0,0,0,0,"g21108"
"g21109",0,0,0,0,-1,"g21109"
"g2111",0,0,0,0,0,"g2111"
"g21110",0,0,0,0,0,"g21110"
"g21111",0,0,0,0,-1,"g21111"
"g21112",0,0,0,0,-1,"g21112"
"g21116",0,-1,-1,0,-1,"g21116"
"g21117",0,-1,-1,0,-1,"g21117"
"g21118",0,-1,-1,0,-1,"g21118"
"g21119",0,-1,-1,0,-1,"g21119"
"g21120",0,-1,0,0,0,"g21120"
"g21121",0,-1,-1,0,-1,"g21121"
"g21122",0,0,-1,0,-1,"g21122"
"g21123",0,0,-1,0,-1,"g21123"
"g21124",0,0,-1,0,-1,"g21124"
"g21125",0,0,0,0,0,"g21125"
"g21126",0,0,0,0,0,"g21126"
"g21127",0,0,0,0,-1,"g21127"
"g21130",0,0,0,0,0,"g21130"
"g21131",0,1,1,0,1,"g21131"
"g21132",0,0,0,0,0,"g21132"
"g21133",0,0,-1,-1,-1,"g21133"
"g21134",0,0,-1,0,-1,"g21134"
"g21135",0,0,0,0,0,"g21135"
"g21136",0,0,0,0,0,"g21136"
"g21137",0,1,1,0,1,"g21137"
"g21138",0,0,0,0,0,"g21138"
"g21139",0,-1,0,0,0,"g21139"
"g21140",0,0,0,0,0,"g21140"
"g21141",0,0,0,0,0,"g21141"
"g21142",0,0,0,0,0,"g21142"
"g21145",0,0,0,0,0,"g21145"
"g21146",0,-1,0,0,-1,"g21146"
"g21148",0,1,1,0,1,"g21148"
"g21149",0,0,0,0,0,"g21149"
"g21150",0,0,0,0,0,"g21150"
"g21151",0,0,0,0,0,"g21151"
"g21152",0,0,0,0,0,"g21152"
"g21154",0,0,0,0,-1,"g21154"
"g21155",0,-1,0,0,-1,"g21155"
"g21157",0,0,0,0,-1,"g21157"
"g21158",0,1,0,0,0,"g21158"
"g21159",0,0,0,0,-1,"g21159"
"g2116",0,0,0,0,0,"g2116"
"g21160",0,1,1,0,0,"g21160"
"g21161",0,0,0,0,0,"g21161"
"g21162",0,-1,-1,0,-1,"g21162"
"g21163",0,0,1,0,0,"g21163"
"g21164",0,0,0,0,0,"g21164"
"g21165",0,0,0,0,0,"g21165"
"g21166",0,0,0,0,-1,"g21166"
"g21167",0,0,0,0,0,"g21167"
"g21168",0,1,1,0,1,"g21168"
"g21169",0,1,1,0,0,"g21169"
"g2117",0,1,1,0,1,"g2117"
"g21170",0,-1,0,0,-1,"g21170"
"g21171",0,1,1,0,1,"g21171"
"g21172",0,-1,-1,0,-1,"g21172"
"g21173",0,0,-1,0,-1,"g21173"
"g21174",0,0,0,0,0,"g21174"
"g21176",0,0,0,0,0,"g21176"
"g21177",0,0,0,0,0,"g21177"
"g21179",1,0,1,1,0,"g21179"
"g21180",0,0,0,0,0,"g21180"
"g21181",0,0,0,0,0,"g21181"
"g21182",0,0,0,0,0,"g21182"
"g21183",0,0,0,0,0,"g21183"
"g21184",0,0,0,0,0,"g21184"
"g21185",0,0,0,0,0,"g21185"
"g21186",0,0,0,0,0,"g21186"
"g21187",0,0,0,0,0,"g21187"
"g21188",0,0,0,0,0,"g21188"
"g21189",0,0,0,0,0,"g21189"
"g21190",0,0,0,0,0,"g21190"
"g21191",0,0,0,0,0,"g21191"
"g21192",0,1,1,0,1,"g21192"
"g21193",0,0,0,0,0,"g21193"
"g21194",0,0,-1,0,-1,"g21194"
"g21195",0,-1,-1,0,-1,"g21195"
"g21196",0,0,0,0,0,"g21196"
"g21197",0,0,0,0,-1,"g21197"
"g21198",0,-1,-1,0,-1,"g21198"
"g21199",0,-1,-1,0,-1,"g21199"
"g21200",0,-1,-1,0,-1,"g21200"
"g21202",0,-1,0,0,-1,"g21202"
"g21203",0,0,0,0,0,"g21203"
"g21204",0,-1,0,0,-1,"g21204"
"g21205",0,-1,-1,0,-1,"g21205"
"g21206",0,-1,-1,0,-1,"g21206"
"g21207",0,-1,-1,0,-1,"g21207"
"g21209",0,0,0,0,0,"g21209"
"g2121",0,0,0,0,0,"g2121"
"g21210",0,0,0,0,-1,"g21210"
"g21211",0,0,0,0,0,"g21211"
"g21213",0,0,0,0,0,"g21213"
"g21214",0,0,0,0,0,"g21214"
"g21215",0,0,0,0,0,"g21215"
"g21216",0,1,1,0,1,"g21216"
"g2122",0,0,1,0,1,"g2122"
"g21223",0,1,1,0,1,"g21223"
"g21224",0,1,0,0,0,"g21224"
"g21225",0,1,1,0,1,"g21225"
"g21226",0,1,1,0,1,"g21226"
"g21227",0,1,1,0,1,"g21227"
"g21228",0,1,1,0,1,"g21228"
"g21229",0,0,0,0,0,"g21229"
"g2123",0,0,0,0,0,"g2123"
"g21230",0,0,0,0,0,"g21230"
"g21231",0,1,1,0,1,"g21231"
"g21232",0,0,0,0,0,"g21232"
"g21234",0,0,-1,0,0,"g21234"
