"","BmalevnoBmale","BmalevsfemaleB","BmalevsfemalenoB","BfemalevsnoBfemale","noBmalevsnoBfemale","gene"
"g15075",0,0,0,0,0,"g15075"
"g15076",0,-1,-1,0,-1,"g15076"
"g15077",0,-1,-1,0,-1,"g15077"
"g15078",0,0,0,0,0,"g15078"
"g15079",0,-1,0,0,-1,"g15079"
"g15080",0,-1,-1,0,-1,"g15080"
"g15081",0,-1,-1,0,-1,"g15081"
"g15082",0,-1,-1,0,-1,"g15082"
"g15084",0,0,0,0,0,"g15084"
"g15085",0,1,1,0,1,"g15085"
"g15087",0,1,1,0,1,"g15087"
"g15088",0,0,0,0,0,"g15088"
"g15090",0,0,0,0,0,"g15090"
"g15091",0,0,0,0,0,"g15091"
"g15093",0,-1,0,0,-1,"g15093"
"g15094",0,0,0,0,0,"g15094"
"g15095",0,0,0,0,0,"g15095"
"g15096",0,0,0,0,0,"g15096"
"g15097",0,0,0,-1,0,"g15097"
"g15098",0,-1,-1,0,-1,"g15098"
"g151",0,0,0,0,0,"g151"
"g15105",0,0,0,0,0,"g15105"
"g15106",0,0,0,0,0,"g15106"
"g15107",0,0,0,0,0,"g15107"
"g15108",0,-1,-1,0,-1,"g15108"
"g15109",0,0,0,0,0,"g15109"
"g1511",0,-1,-1,0,-1,"g1511"
"g15111",0,1,1,0,0,"g15111"
"g15112",0,1,1,0,1,"g15112"
"g15114",0,1,1,0,1,"g15114"
"g15115",0,0,0,0,0,"g15115"
"g15116",0,0,0,0,0,"g15116"
"g15117",0,0,0,0,0,"g15117"
"g15118",0,0,0,0,0,"g15118"
"g15119",0,0,0,0,0,"g15119"
"g15120",0,0,0,0,0,"g15120"
"g15121",0,0,0,0,0,"g15121"
"g15122",0,0,0,0,0,"g15122"
"g15123",0,1,1,0,1,"g15123"
"g15124",0,1,1,0,1,"g15124"
"g15125",0,0,0,0,1,"g15125"
"g15126",0,1,1,0,1,"g15126"
"g15127",0,0,0,0,0,"g15127"
"g15128",0,0,0,0,0,"g15128"
"g15129",0,1,1,0,0,"g15129"
"g15130",0,0,-1,0,0,"g15130"
"g15131",0,0,0,0,-1,"g15131"
"g15132",0,-1,-1,0,0,"g15132"
"g15133",0,0,1,0,1,"g15133"
"g15134",0,0,0,0,0,"g15134"
"g15135",0,0,0,0,0,"g15135"
"g15136",0,0,0,0,0,"g15136"
"g15137",0,0,0,0,0,"g15137"
"g15138",0,0,0,0,0,"g15138"
"g15139",0,0,0,0,0,"g15139"
"g15140",0,0,0,0,0,"g15140"
"g15141",0,0,0,0,0,"g15141"
"g15143",0,0,0,0,0,"g15143"
"g15146",0,0,0,0,0,"g15146"
"g15147",0,0,0,0,0,"g15147"
"g15148",0,0,0,0,0,"g15148"
"g15149",0,0,0,0,0,"g15149"
"g15150",0,0,0,0,0,"g15150"
"g15151",0,0,0,0,0,"g15151"
"g15152",0,1,1,0,1,"g15152"
"g15153",0,0,0,0,0,"g15153"
"g15154",0,0,0,0,0,"g15154"
"g15155",0,0,0,0,0,"g15155"
"g15156",0,0,0,0,0,"g15156"
"g15160",0,0,0,0,0,"g15160"
"g15162",0,0,0,0,0,"g15162"
"g15163",0,0,0,0,0,"g15163"
"g15164",0,1,1,0,1,"g15164"
"g15165",0,0,0,0,0,"g15165"
"g15166",0,0,0,0,0,"g15166"
"g15167",0,0,0,0,0,"g15167"
"g15168",0,0,0,0,0,"g15168"
"g15169",0,0,0,0,0,"g15169"
"g1517",0,0,0,0,0,"g1517"
"g15170",0,0,0,0,0,"g15170"
"g15171",0,0,0,0,0,"g15171"
"g15172",0,0,0,0,0,"g15172"
"g15173",0,0,0,0,0,"g15173"
"g15175",0,0,0,0,-1,"g15175"
"g15176",0,0,0,0,0,"g15176"
"g15177",0,0,0,0,0,"g15177"
"g15178",0,1,1,0,1,"g15178"
"g15179",0,0,0,0,0,"g15179"
"g1518",0,0,0,0,0,"g1518"
"g15180",0,0,0,0,0,"g15180"
"g15181",0,0,0,0,0,"g15181"
"g15183",0,0,0,0,0,"g15183"
"g15184",0,0,0,0,0,"g15184"
"g15188",0,0,0,0,0,"g15188"
"g1519",0,0,0,0,0,"g1519"
"g15191",0,0,0,0,0,"g15191"
"g15195",0,0,0,0,0,"g15195"
"g15196",0,0,0,0,0,"g15196"
"g15197",0,0,0,0,0,"g15197"
"g15198",0,0,0,0,0,"g15198"
"g152",0,0,0,0,0,"g152"
"g1520",0,0,0,0,-1,"g1520"
"g15201",0,0,0,0,0,"g15201"
"g15202",0,1,1,0,1,"g15202"
"g15203",0,0,0,0,0,"g15203"
"g15204",0,0,0,0,0,"g15204"
"g15205",0,0,0,0,0,"g15205"
"g15206",0,0,0,0,0,"g15206"
"g15207",0,0,0,0,0,"g15207"
"g15209",0,0,0,0,0,"g15209"
"g1521",0,0,0,0,0,"g1521"
"g15211",0,0,0,0,0,"g15211"
"g15212",0,0,0,0,0,"g15212"
"g15213",0,0,0,0,0,"g15213"
"g15214",0,0,0,0,0,"g15214"
"g15215",0,0,0,0,0,"g15215"
"g15216",0,0,0,0,0,"g15216"
"g15217",0,0,0,0,0,"g15217"
"g15218",0,0,0,0,0,"g15218"
"g15219",0,0,0,0,0,"g15219"
"g1522",0,0,0,0,0,"g1522"
"g15220",0,0,0,0,0,"g15220"
"g15221",0,0,0,0,0,"g15221"
"g15222",0,0,-1,-1,-1,"g15222"
"g15223",0,0,0,0,0,"g15223"
"g15224",0,0,1,0,1,"g15224"
"g15225",0,0,0,0,0,"g15225"
"g15226",0,0,0,0,0,"g15226"
"g15227",0,0,0,0,0,"g15227"
"g15228",0,0,0,0,0,"g15228"
"g15229",0,0,0,0,0,"g15229"
"g1523",0,0,0,0,0,"g1523"
"g15230",0,0,0,0,0,"g15230"
"g15231",0,0,0,0,0,"g15231"
"g15232",0,0,0,0,0,"g15232"
"g15233",0,0,0,0,0,"g15233"
"g15234",0,0,0,0,0,"g15234"
"g15235",0,0,0,0,0,"g15235"
"g15236",0,0,0,0,0,"g15236"
"g15237",0,0,0,0,0,"g15237"
"g15238",0,1,1,0,1,"g15238"
"g15239",0,1,1,0,1,"g15239"
"g1524",0,0,0,0,0,"g1524"
"g15240",0,0,0,0,0,"g15240"
"g15241",0,0,0,0,0,"g15241"
"g15247",0,1,0,0,1,"g15247"
"g15248",0,0,0,0,0,"g15248"
"g15249",0,1,0,0,0,"g15249"
"g1525",0,0,0,0,0,"g1525"
"g15250",0,0,0,0,0,"g15250"
"g15253",0,0,0,0,0,"g15253"
"g15254",0,0,0,0,0,"g15254"
"g15257",0,0,0,0,0,"g15257"
"g1526",0,0,0,0,0,"g1526"
"g15263",0,1,1,0,1,"g15263"
"g15264",0,1,1,0,1,"g15264"
"g15268",0,-1,0,1,0,"g15268"
"g15269",0,0,-1,0,-1,"g15269"
"g1527",0,0,0,0,0,"g1527"
"g15270",0,0,0,0,-1,"g15270"
"g15271",0,0,0,0,0,"g15271"
"g15272",0,0,0,0,0,"g15272"
"g15273",0,1,1,0,1,"g15273"
"g15274",0,0,0,0,0,"g15274"
"g15275",0,0,0,0,0,"g15275"
"g15276",0,0,0,0,0,"g15276"
"g15277",0,0,0,0,1,"g15277"
"g15278",0,0,0,0,0,"g15278"
"g15279",0,0,0,0,0,"g15279"
"g1528",0,0,1,0,0,"g1528"
"g15280",0,0,0,0,-1,"g15280"
"g15281",0,0,0,0,0,"g15281"
"g15282",0,0,0,0,0,"g15282"
"g1529",0,0,0,0,0,"g1529"
"g15294",0,0,0,0,0,"g15294"
"g15295",0,0,0,0,0,"g15295"
"g15296",0,0,0,0,0,"g15296"
"g15297",0,0,0,0,0,"g15297"
"g15298",0,0,0,0,0,"g15298"
"g15299",0,0,0,0,0,"g15299"
"g153",0,-1,0,0,0,"g153"
"g15300",0,0,0,0,0,"g15300"
"g15301",0,0,0,0,0,"g15301"
"g15302",0,0,0,0,0,"g15302"
"g15303",0,0,0,0,0,"g15303"
"g15304",0,0,0,0,0,"g15304"
"g15305",0,0,0,0,0,"g15305"
"g15306",0,0,0,0,0,"g15306"
"g15307",0,1,1,0,1,"g15307"
"g15308",0,0,0,0,0,"g15308"
"g15309",0,1,1,0,1,"g15309"
"g1531",0,0,0,0,0,"g1531"
"g15310",0,1,1,0,1,"g15310"
"g15311",0,0,0,0,0,"g15311"
"g15313",0,0,0,0,0,"g15313"
"g15314",0,0,0,0,0,"g15314"
"g15316",0,0,0,0,0,"g15316"
"g15318",0,0,0,0,0,"g15318"
"g15319",0,0,0,0,0,"g15319"
"g1532",0,0,0,0,0,"g1532"
"g15320",0,0,0,0,0,"g15320"
"g15321",0,0,0,0,0,"g15321"
"g15322",0,0,0,0,0,"g15322"
"g15323",0,0,0,0,0,"g15323"
"g15324",0,0,0,0,0,"g15324"
"g15325",0,0,0,0,0,"g15325"
"g15326",0,0,0,0,0,"g15326"
"g15327",0,0,0,0,0,"g15327"
"g15328",0,0,0,0,0,"g15328"
"g1533",0,0,0,0,0,"g1533"
"g15331",0,0,0,0,0,"g15331"
"g15332",0,0,0,0,0,"g15332"
"g15334",0,-1,0,0,-1,"g15334"
"g15336",0,1,1,0,1,"g15336"
"g15337",0,0,0,0,0,"g15337"
"g15338",0,0,0,0,0,"g15338"
"g1534",0,0,0,0,0,"g1534"
"g15341",0,0,0,0,0,"g15341"
"g15342",0,0,0,0,0,"g15342"
"g15343",-1,0,0,0,1,"g15343"
"g15344",0,0,0,0,0,"g15344"
"g15345",0,0,0,0,0,"g15345"
"g15346",0,0,0,0,0,"g15346"
"g15348",0,0,0,0,0,"g15348"
"g15349",0,0,0,0,0,"g15349"
"g1535",0,0,0,0,0,"g1535"
"g15352",0,-1,-1,0,-1,"g15352"
"g15353",0,0,0,0,0,"g15353"
"g15354",0,0,0,0,0,"g15354"
"g15355",0,0,0,0,0,"g15355"
"g15356",0,0,0,0,0,"g15356"
"g15357",0,1,1,0,1,"g15357"
"g15358",0,0,0,0,0,"g15358"
"g15359",0,0,0,0,0,"g15359"
"g1536",0,0,0,0,0,"g1536"
"g15360",0,1,1,0,1,"g15360"
"g15361",0,0,1,0,1,"g15361"
"g15362",0,0,0,0,0,"g15362"
"g15363",0,0,0,0,0,"g15363"
"g15364",0,0,0,0,0,"g15364"
"g15365",0,0,0,0,0,"g15365"
"g15366",0,0,0,0,0,"g15366"
"g15367",0,0,0,0,0,"g15367"
"g15368",0,0,0,0,0,"g15368"
"g15369",0,0,0,0,0,"g15369"
"g1537",0,0,0,0,0,"g1537"
"g15370",0,0,1,0,1,"g15370"
"g15371",0,0,0,0,0,"g15371"
"g15372",0,0,0,0,0,"g15372"
"g15373",0,0,0,0,0,"g15373"
"g15374",0,0,0,0,0,"g15374"
"g15377",0,0,0,0,0,"g15377"
"g1538",0,0,0,0,0,"g1538"
"g15380",0,0,0,0,0,"g15380"
"g15383",0,0,0,0,0,"g15383"
"g15384",0,-1,-1,0,-1,"g15384"
"g15385",0,0,0,0,0,"g15385"
"g15386",0,0,0,0,0,"g15386"
"g15387",0,0,0,0,0,"g15387"
"g15388",0,0,0,0,0,"g15388"
"g15389",0,0,0,0,0,"g15389"
"g1539",0,0,0,0,0,"g1539"
"g15390",0,0,0,0,0,"g15390"
"g15391",0,0,0,0,0,"g15391"
"g15392",0,0,0,0,0,"g15392"
"g15393",0,0,0,0,0,"g15393"
"g15394",0,0,0,0,0,"g15394"
"g15395",0,0,0,0,0,"g15395"
"g15396",0,0,0,0,0,"g15396"
"g15397",0,1,1,0,1,"g15397"
"g15398",0,0,0,0,0,"g15398"
"g15399",0,0,0,0,0,"g15399"
"g154",0,0,0,0,0,"g154"
"g1540",0,0,0,0,0,"g1540"
"g15400",0,0,0,0,0,"g15400"
"g15401",0,0,0,0,0,"g15401"
"g15402",0,0,0,0,0,"g15402"
"g15403",0,0,0,0,0,"g15403"
"g15404",0,0,0,0,0,"g15404"
"g15405",0,0,0,0,0,"g15405"
"g15406",0,0,0,0,0,"g15406"
"g15407",0,0,0,0,0,"g15407"
"g15408",0,0,0,0,0,"g15408"
"g15409",0,0,0,0,0,"g15409"
"g1541",0,0,0,0,0,"g1541"
"g15410",0,0,0,0,0,"g15410"
"g15411",0,0,0,0,0,"g15411"
"g15412",0,0,0,0,0,"g15412"
"g15414",0,0,0,0,0,"g15414"
"g15415",0,0,1,0,1,"g15415"
"g15417",0,1,1,0,1,"g15417"
"g15418",1,1,1,0,0,"g15418"
"g15419",0,-1,-1,0,0,"g15419"
"g1542",0,0,0,0,0,"g1542"
"g15420",0,0,0,0,0,"g15420"
"g15421",0,0,0,0,0,"g15421"
"g15422",0,0,0,0,0,"g15422"
"g15423",0,0,0,0,0,"g15423"
"g15424",0,-1,-1,0,-1,"g15424"
"g15425",0,0,0,0,0,"g15425"
"g15426",0,-1,0,1,0,"g15426"
"g15427",0,0,0,0,0,"g15427"
"g15428",0,0,0,0,0,"g15428"
"g1543",0,0,0,0,0,"g1543"
"g15431",0,-1,-1,0,-1,"g15431"
"g15432",0,0,0,0,0,"g15432"
"g15433",0,0,0,0,0,"g15433"
"g15434",0,0,1,0,0,"g15434"
"g15435",0,0,0,0,0,"g15435"
"g15436",0,0,0,0,-1,"g15436"
"g15437",0,0,0,0,0,"g15437"
"g15438",0,0,0,0,0,"g15438"
"g15439",0,0,0,0,0,"g15439"
"g1544",0,0,0,0,0,"g1544"
"g15440",0,0,0,0,0,"g15440"
"g15441",0,0,0,0,0,"g15441"
"g15442",0,0,0,0,0,"g15442"
"g15443",0,0,0,0,0,"g15443"
"g15444",0,0,0,0,0,"g15444"
"g15445",0,0,0,0,0,"g15445"
"g15446",0,0,0,0,0,"g15446"
"g15447",0,0,0,0,0,"g15447"
"g15448",0,0,0,0,0,"g15448"
"g15449",0,0,-1,0,0,"g15449"
"g1545",0,0,0,0,0,"g1545"
"g15450",0,0,0,0,-1,"g15450"
"g15451",0,0,0,0,0,"g15451"
"g15452",0,0,0,0,0,"g15452"
"g15453",0,0,0,0,0,"g15453"
"g15454",0,0,0,0,0,"g15454"
"g15456",0,-1,-1,0,-1,"g15456"
"g15457",0,0,0,0,0,"g15457"
"g15458",0,1,0,0,0,"g15458"
"g15459",0,0,0,0,0,"g15459"
"g1546",0,-1,-1,0,0,"g1546"
"g15460",0,0,0,0,0,"g15460"
"g15461",0,-1,-1,0,-1,"g15461"
"g15462",0,0,0,0,0,"g15462"
"g15463",0,0,0,0,0,"g15463"
"g15465",0,0,0,0,0,"g15465"
"g15466",0,0,0,0,0,"g15466"
"g15467",0,0,0,0,0,"g15467"
"g15468",0,0,0,0,0,"g15468"
"g15469",0,-1,-1,0,-1,"g15469"
"g15470",0,0,0,0,0,"g15470"
"g15471",0,0,0,0,0,"g15471"
"g15472",0,0,0,0,0,"g15472"
"g15473",0,0,0,0,0,"g15473"
"g15474",0,-1,-1,0,-1,"g15474"
"g15475",0,0,0,0,0,"g15475"
"g15476",0,0,-1,0,-1,"g15476"
"g15477",0,1,1,0,0,"g15477"
"g15479",0,0,0,0,0,"g15479"
"g15480",0,0,0,0,0,"g15480"
"g15481",0,-1,-1,0,-1,"g15481"
"g15482",0,0,0,0,0,"g15482"
"g15483",0,-1,0,0,-1,"g15483"
"g15484",0,0,0,0,0,"g15484"
"g15485",0,0,0,0,0,"g15485"
"g15488",0,0,-1,0,0,"g15488"
"g15489",0,0,0,0,0,"g15489"
"g15492",0,0,0,0,0,"g15492"
"g15495",0,0,0,0,0,"g15495"
"g15496",0,0,0,0,0,"g15496"
"g15497",0,0,0,0,0,"g15497"
"g15498",0,0,0,0,0,"g15498"
"g15499",0,0,0,0,0,"g15499"
"g155",0,0,0,0,0,"g155"
"g15500",0,0,0,0,0,"g15500"
"g15501",0,1,1,0,1,"g15501"
"g15502",0,0,0,0,0,"g15502"
"g15503",0,0,0,0,0,"g15503"
"g15504",0,0,0,0,0,"g15504"
"g15505",0,0,0,0,0,"g15505"
"g15506",0,0,0,0,0,"g15506"
"g15507",0,0,0,0,0,"g15507"
"g15508",0,0,0,0,0,"g15508"
"g15509",0,0,0,0,0,"g15509"
"g15510",0,0,0,0,0,"g15510"
"g15511",0,0,0,0,0,"g15511"
"g15512",0,0,0,0,0,"g15512"
"g15513",0,0,0,0,0,"g15513"
"g15514",0,0,0,0,0,"g15514"
"g15515",0,0,0,0,0,"g15515"
"g15516",0,0,0,0,0,"g15516"
"g15517",0,0,0,0,0,"g15517"
"g15518",0,0,1,0,0,"g15518"
"g15519",0,0,0,0,0,"g15519"
"g1552",0,0,0,0,0,"g1552"
"g15520",0,0,0,0,0,"g15520"
"g15521",0,0,0,0,0,"g15521"
"g15522",0,0,0,0,0,"g15522"
"g15523",0,0,0,0,0,"g15523"
"g15524",0,0,0,0,0,"g15524"
"g15525",0,0,0,0,0,"g15525"
"g15526",0,0,0,0,0,"g15526"
"g15527",1,0,1,1,0,"g15527"
"g15528",0,0,0,0,0,"g15528"
"g15535",0,0,0,0,0,"g15535"
"g15537",0,0,0,0,0,"g15537"
"g15538",0,0,0,0,0,"g15538"
"g15539",0,0,0,0,0,"g15539"
"g1554",0,1,0,0,1,"g1554"
"g15540",0,1,1,0,0,"g15540"
"g15541",0,0,0,0,0,"g15541"
"g15542",0,0,0,0,-1,"g15542"
"g15543",0,0,0,0,0,"g15543"
"g15544",0,1,1,0,1,"g15544"
"g15545",0,0,0,0,0,"g15545"
"g15546",0,1,1,0,1,"g15546"
"g15547",0,0,0,0,0,"g15547"
"g15549",0,0,0,0,0,"g15549"
"g1555",0,0,0,0,0,"g1555"
"g15550",0,0,0,0,0,"g15550"
"g15551",0,0,0,0,0,"g15551"
"g15552",0,0,0,0,0,"g15552"
"g15553",0,0,0,0,0,"g15553"
"g15554",0,0,0,0,1,"g15554"
"g15556",0,0,0,0,0,"g15556"
"g1556",0,0,0,0,0,"g1556"
"g15563",0,0,0,0,0,"g15563"
"g15564",0,0,0,0,0,"g15564"
"g15565",0,0,0,0,0,"g15565"
"g15566",0,0,0,0,0,"g15566"
"g15567",0,0,0,0,0,"g15567"
"g15568",0,0,0,0,0,"g15568"
"g15569",0,1,1,0,1,"g15569"
"g1557",0,0,0,0,0,"g1557"
"g15570",0,0,0,0,0,"g15570"
"g15571",0,1,0,0,1,"g15571"
"g15572",0,0,0,0,0,"g15572"
"g15573",0,0,0,0,0,"g15573"
"g15574",0,0,0,0,0,"g15574"
"g15575",0,0,0,0,0,"g15575"
"g15576",0,0,0,0,0,"g15576"
"g15577",0,0,0,0,0,"g15577"
"g15578",0,0,0,0,0,"g15578"
"g15579",0,0,0,0,0,"g15579"
"g1558",0,0,0,0,0,"g1558"
"g15580",0,0,0,0,0,"g15580"
"g15581",0,1,1,0,1,"g15581"
"g15582",0,0,0,0,0,"g15582"
"g15583",0,0,0,0,0,"g15583"
"g15584",0,0,0,0,0,"g15584"
"g15585",0,0,0,0,0,"g15585"
"g15586",0,0,0,0,0,"g15586"
"g15587",0,0,0,0,0,"g15587"
"g15588",0,0,0,0,0,"g15588"
"g15589",0,0,0,0,0,"g15589"
"g1559",0,1,1,0,1,"g1559"
"g15590",0,0,0,0,0,"g15590"
"g15591",0,0,0,0,0,"g15591"
"g15595",0,0,0,0,0,"g15595"
"g156",0,0,0,0,0,"g156"
"g1560",0,-1,-1,0,-1,"g1560"
"g15608",0,1,1,0,1,"g15608"
"g15615",0,1,0,0,0,"g15615"
"g15619",0,0,0,0,0,"g15619"
"g1562",0,0,0,0,0,"g1562"
"g15620",0,0,0,0,0,"g15620"
"g15621",0,0,0,0,0,"g15621"
"g15622",0,0,0,0,1,"g15622"
"g15623",0,0,0,0,0,"g15623"
"g15635",0,-1,-1,0,-1,"g15635"
"g1564",0,0,0,0,0,"g1564"
"g15641",0,0,0,0,0,"g15641"
"g15645",0,0,0,0,0,"g15645"
"g15648",0,0,0,0,0,"g15648"
"g1565",0,0,0,0,0,"g1565"
"g15656",0,1,1,0,1,"g15656"
"g15657",0,0,0,0,0,"g15657"
"g15658",0,0,0,0,0,"g15658"
"g15659",0,0,0,0,0,"g15659"
"g1566",0,0,0,0,0,"g1566"
"g15660",0,0,0,0,-1,"g15660"
"g15661",0,1,1,0,1,"g15661"
"g15662",0,1,1,0,0,"g15662"
"g15665",0,0,0,0,0,"g15665"
"g15666",0,0,0,0,0,"g15666"
"g15667",0,1,1,0,1,"g15667"
"g15668",0,1,1,0,1,"g15668"
"g15669",0,0,0,0,0,"g15669"
"g15670",0,0,0,0,0,"g15670"
"g15671",0,0,0,0,0,"g15671"
"g15672",0,1,1,0,1,"g15672"
"g15673",0,1,1,0,1,"g15673"
"g15674",0,1,1,0,1,"g15674"
"g15675",0,1,1,0,1,"g15675"
"g15676",0,1,1,0,1,"g15676"
"g15677",0,1,1,0,1,"g15677"
"g15678",0,1,1,0,1,"g15678"
"g15679",0,0,0,0,0,"g15679"
"g15680",0,1,1,0,1,"g15680"
"g15681",0,1,1,0,1,"g15681"
"g15682",0,1,1,0,1,"g15682"
"g15683",0,0,0,0,0,"g15683"
"g15684",0,0,0,0,0,"g15684"
"g15685",0,0,0,0,0,"g15685"
"g15686",0,0,0,0,0,"g15686"
"g15687",0,0,0,0,0,"g15687"
"g15688",0,0,0,0,0,"g15688"
"g15689",0,0,0,0,0,"g15689"
"g1569",0,0,0,0,0,"g1569"
"g15690",0,0,0,0,0,"g15690"
"g15691",0,0,0,0,0,"g15691"
"g15692",0,0,0,0,0,"g15692"
"g15693",0,0,0,0,0,"g15693"
"g15694",0,0,0,0,0,"g15694"
"g15695",0,0,0,0,0,"g15695"
"g15696",0,0,0,0,0,"g15696"
"g15697",0,1,1,0,1,"g15697"
"g15698",0,1,1,0,1,"g15698"
"g15699",0,1,1,0,1,"g15699"
"g157",0,-1,0,0,-1,"g157"
"g1570",0,0,0,0,0,"g1570"
"g15700",0,1,1,0,1,"g15700"
"g15701",0,1,1,0,1,"g15701"
"g15702",0,0,0,0,0,"g15702"
"g15703",0,0,0,0,0,"g15703"
"g15704",-1,0,-1,-1,0,"g15704"
"g15705",0,0,0,0,0,"g15705"
"g15707",0,0,0,0,0,"g15707"
"g15708",0,-1,0,0,0,"g15708"
"g15709",0,-1,-1,0,-1,"g15709"
"g1571",0,0,0,0,0,"g1571"
"g15710",0,-1,-1,0,-1,"g15710"
"g15711",0,-1,-1,0,-1,"g15711"
"g15712",0,1,1,0,1,"g15712"
"g15713",0,0,0,0,0,"g15713"
"g15714",0,0,0,0,0,"g15714"
"g15715",0,0,0,0,0,"g15715"
"g15719",0,0,0,0,0,"g15719"
"g1572",0,-1,-1,0,-1,"g1572"
"g15720",0,0,0,0,0,"g15720"
"g15721",0,0,0,0,0,"g15721"
"g15722",0,0,0,0,0,"g15722"
"g15723",0,1,1,0,1,"g15723"
"g15724",0,0,0,0,0,"g15724"
"g15725",0,0,0,0,0,"g15725"
"g15726",0,0,0,0,0,"g15726"
"g15727",0,0,0,0,0,"g15727"
"g15728",0,0,0,0,0,"g15728"
"g15729",0,0,0,0,0,"g15729"
"g15730",0,0,0,0,0,"g15730"
"g15731",0,0,0,0,0,"g15731"
"g15732",0,1,1,0,1,"g15732"
"g15733",0,0,0,0,0,"g15733"
"g15734",0,0,0,0,0,"g15734"
"g15735",0,0,0,0,0,"g15735"
"g15737",0,0,0,0,0,"g15737"
"g15738",0,0,0,0,0,"g15738"
"g15739",0,0,0,0,0,"g15739"
"g1574",1,0,1,1,0,"g1574"
"g15740",0,0,0,0,0,"g15740"
"g15741",0,0,0,0,0,"g15741"
"g15742",0,0,0,0,0,"g15742"
"g15743",0,0,0,0,0,"g15743"
"g15744",0,1,1,0,1,"g15744"
"g15745",0,0,0,0,0,"g15745"
"g15746",0,0,0,0,0,"g15746"
"g15747",0,0,0,0,-1,"g15747"
"g15748",0,0,0,0,0,"g15748"
"g15749",0,0,0,0,0,"g15749"
"g1575",0,0,0,0,0,"g1575"
"g15750",0,0,0,0,0,"g15750"
"g15751",0,0,0,0,0,"g15751"
"g15752",0,0,0,0,0,"g15752"
"g15753",0,0,0,0,0,"g15753"
"g15754",0,0,0,0,0,"g15754"
"g15755",0,0,0,0,0,"g15755"
"g15756",0,0,0,0,0,"g15756"
"g15757",0,0,0,0,0,"g15757"
"g15758",0,0,0,0,0,"g15758"
"g15759",0,0,0,0,0,"g15759"
"g1576",0,0,0,1,0,"g1576"
"g15760",0,0,0,0,0,"g15760"
"g15761",0,0,0,0,0,"g15761"
"g15762",0,0,0,0,0,"g15762"
"g15763",0,0,0,0,0,"g15763"
"g15764",0,0,0,0,0,"g15764"
"g15765",0,0,0,0,0,"g15765"
"g15766",0,-1,-1,0,-1,"g15766"
"g15767",0,-1,0,0,0,"g15767"
"g15768",0,0,0,0,0,"g15768"
"g15769",0,-1,0,0,0,"g15769"
"g1577",0,0,0,0,0,"g1577"
"g15770",0,0,0,0,0,"g15770"
"g15771",0,-1,0,0,0,"g15771"
"g15772",0,0,0,0,0,"g15772"
"g15773",0,0,0,0,0,"g15773"
"g15774",0,0,0,0,0,"g15774"
"g15775",0,0,0,0,0,"g15775"
"g15776",0,0,0,0,0,"g15776"
"g15777",0,1,1,0,1,"g15777"
"g15778",0,1,1,0,1,"g15778"
"g15779",0,1,1,0,1,"g15779"
"g1578",0,0,0,0,0,"g1578"
"g15780",0,0,0,0,0,"g15780"
"g15781",0,0,0,0,0,"g15781"
"g15782",0,0,0,0,-1,"g15782"
"g15783",0,0,0,0,0,"g15783"
"g15784",0,-1,0,0,-1,"g15784"
"g15785",0,0,0,0,0,"g15785"
"g15786",0,0,0,0,0,"g15786"
"g15787",0,0,0,0,0,"g15787"
"g15788",0,0,0,0,0,"g15788"
"g15789",0,0,0,0,-1,"g15789"
"g1579",0,0,0,0,0,"g1579"
"g15790",0,0,0,0,0,"g15790"
"g15791",0,0,0,0,0,"g15791"
"g15792",0,1,1,0,1,"g15792"
"g15793",0,0,0,0,0,"g15793"
"g15794",0,0,0,0,0,"g15794"
"g15795",0,1,1,0,1,"g15795"
"g15796",0,0,1,0,0,"g15796"
"g15797",-1,0,-1,-1,0,"g15797"
"g15798",-1,0,-1,-1,0,"g15798"
"g158",0,0,0,0,-1,"g158"
"g1580",0,-1,0,0,-1,"g1580"
"g15800",0,0,0,0,0,"g15800"
"g15802",0,-1,-1,0,-1,"g15802"
"g15807",0,0,0,0,0,"g15807"
"g15808",0,0,0,0,0,"g15808"
"g1581",0,0,0,0,0,"g1581"
"g1582",0,-1,-1,0,-1,"g1582"
"g15821",0,0,0,0,0,"g15821"
"g15822",0,0,0,0,0,"g15822"
"g15823",0,0,0,0,0,"g15823"
"g15824",0,0,0,0,0,"g15824"
"g15825",0,0,0,0,0,"g15825"
"g15826",0,0,0,0,0,"g15826"
"g15827",0,0,0,0,0,"g15827"
"g15828",0,0,0,0,0,"g15828"
"g15829",0,0,0,0,0,"g15829"
"g1583",0,0,0,0,0,"g1583"
"g15834",0,0,0,0,0,"g15834"
"g15838",0,1,1,0,0,"g15838"
"g15839",0,0,0,0,0,"g15839"
"g1584",0,0,0,0,0,"g1584"
"g15840",0,0,0,0,0,"g15840"
"g15841",0,0,0,0,0,"g15841"
"g15842",0,1,0,0,1,"g15842"
"g15843",0,0,0,0,0,"g15843"
"g15844",0,1,1,0,0,"g15844"
"g15845",0,0,0,0,0,"g15845"
"g15848",0,0,0,0,0,"g15848"
"g15849",0,0,0,0,-1,"g15849"
"g15853",0,0,0,0,0,"g15853"
"g15854",0,0,0,0,0,"g15854"
"g15855",0,0,0,0,0,"g15855"
"g15856",0,0,0,0,0,"g15856"
"g15857",0,0,0,0,0,"g15857"
"g1586",0,0,0,0,0,"g1586"
"g15860",0,0,0,0,0,"g15860"
"g15861",0,0,0,0,0,"g15861"
"g15862",0,0,0,0,0,"g15862"
"g15863",0,0,0,0,0,"g15863"
